rooms,size,level,max_levels,price,district_Мирабадский,district_Мирзо-Улугбекский,district_Олмазорский,district_Сергелийский,district_Учтепинский,district_Чиланзарский,district_Шайхантахурский,district_Юнусабадский,district_Яккасарайский,district_Янгихаётский,district_Яшнободский
2,44.0,1,4,36000.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,4,4,27000.0,0,0,0,0,0,1,0,0,0,0,0
3,55.0,4,4,48500.0,0,0,0,0,0,1,0,0,0,0,0
6,140.0,9,9,55000.0,0,0,0,1,0,0,0,0,0,0,0
4,80.0,3,5,71000.0,0,0,0,0,1,0,0,0,0,0,0
3,57.0,1,4,38500.0,0,0,0,0,1,0,0,0,0,0,0
2,48.0,2,5,30500.0,0,0,0,0,1,0,0,0,0,0,0
3,72.0,1,4,62000.0,0,0,0,0,1,0,0,0,0,0,0
3,72.0,5,5,40000.0,0,0,0,0,1,0,0,0,0,0,0
2,47.0,2,4,32000.0,0,0,0,0,1,0,0,0,0,0,0
2,52.0,4,4,39000.0,0,0,0,0,1,0,0,0,0,0,0
2,48.0,2,4,35500.0,0,0,0,0,1,0,0,0,0,0,0
1,40.0,1,4,23500.0,0,0,0,0,1,0,0,0,0,0,0
1,34.0,4,4,24000.0,0,0,0,0,1,0,0,0,0,0,0
2,56.0,4,5,40000.0,0,0,0,0,0,1,0,0,0,0,0
3,73.0,1,4,45000.0,0,0,0,0,0,1,0,0,0,0,0
2,64.0,5,5,37000.0,0,0,0,0,0,1,0,0,0,0,0
3,96.0,4,4,49000.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,2,4,43000.0,0,0,0,0,0,1,0,0,0,0,0
3,104.0,9,9,60000.0,0,0,0,0,0,1,0,0,0,0,0
3,72.0,3,5,58000.0,0,0,0,0,1,0,0,0,0,0,0
2,58.0,4,4,32000.0,0,0,0,0,0,1,0,0,0,0,0
3,66.0,1,3,50500.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,4,5,43000.0,1,0,0,0,0,0,0,0,0,0,0
3,65.0,5,5,51000.0,0,0,0,0,0,1,0,0,0,0,0
3,85.0,9,9,59800.0,1,0,0,0,0,0,0,0,0,0,0
2,47.0,1,4,36000.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,4,4,31000.0,0,0,0,0,0,1,0,0,0,0,0
3,77.0,5,5,94000.0,0,0,0,0,0,1,0,0,0,0,0
1,20.0,2,5,19000.0,0,0,0,0,0,1,0,0,0,0,0
2,52.0,1,4,39500.0,0,0,0,0,0,1,0,0,0,0,0
4,112.0,1,3,90000.0,0,0,0,0,1,0,0,0,0,0,0
3,68.0,4,4,36000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,6,9,65000.0,0,0,0,0,0,1,0,0,0,0,0
1,34.0,4,4,26000.0,0,0,0,0,0,0,1,0,0,0,0
1,34.0,4,4,23500.0,0,0,0,0,1,0,0,0,0,0,0
1,17.0,5,9,12000.0,0,0,0,0,0,1,0,0,0,0,0
1,22.0,4,4,15500.0,0,0,0,0,1,0,0,0,0,0,0
1,30.0,4,5,25000.0,0,0,0,0,0,1,0,0,0,0,0
6,135.0,3,9,100000.0,0,0,0,0,1,0,0,0,0,0,0
4,84.0,4,4,62000.0,0,0,0,0,0,1,0,0,0,0,0
4,80.0,4,4,55000.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,3,9,42000.0,0,0,0,0,1,0,0,0,0,0,0
3,67.0,4,5,47000.0,0,0,0,0,1,0,0,0,0,0,0
3,68.0,2,4,45000.0,0,0,0,0,1,0,0,0,0,0,0
3,70.0,3,9,44000.0,0,0,0,0,1,0,0,0,0,0,0
2,50.0,4,4,34000.0,0,0,0,0,0,1,0,0,0,0,0
2,45.0,4,4,37000.0,0,0,0,0,0,1,0,0,0,0,0
4,100.0,9,9,48000.0,0,0,0,0,0,1,0,0,0,0,0
2,47.0,4,4,28500.0,0,0,0,0,0,1,0,0,0,0,0
4,96.0,5,9,52500.0,0,0,0,0,1,0,0,0,0,0,0
4,100.0,8,9,50000.0,0,0,0,0,1,0,0,0,0,0,0
2,54.0,1,5,42000.0,0,0,0,0,1,0,0,0,0,0,0
4,98.0,5,9,67000.0,0,0,0,0,0,1,0,0,0,0,0
4,95.0,9,9,49000.0,0,0,0,0,1,0,0,0,0,0,0
3,71.0,3,9,52000.0,0,0,0,0,1,0,0,0,0,0,0
4,90.0,3,5,62000.0,0,0,0,0,1,0,0,0,0,0,0
4,102.0,5,5,70000.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,4,4,47000.0,0,0,0,0,0,1,0,0,0,0,0
5,120.0,1,4,87000.0,0,0,0,0,0,1,0,0,0,0,0
4,94.0,1,9,92000.0,0,0,0,0,0,0,1,0,0,0,0
4,160.0,9,9,85000.0,0,0,0,0,0,1,0,0,0,0,0
3,63.0,1,4,68998.0,0,0,0,0,1,0,0,0,0,0,0
2,48.0,5,5,27000.0,0,0,0,0,1,0,0,0,0,0,0
2,42.0,4,4,31000.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,3,4,34000.0,1,0,0,0,0,0,0,0,0,0,0
1,35.0,1,4,41000.0,0,0,0,0,1,0,0,0,0,0,0
3,68.0,3,4,34000.0,1,0,0,0,0,0,0,0,0,0,0
2,59.6,6,9,32000.0,0,0,1,0,0,0,0,0,0,0,0
3,65.0,3,4,47500.0,0,0,0,0,0,1,0,0,0,0,0
1,40.0,2,4,22999.0,0,0,0,0,0,0,0,0,0,0,1
1,27.0,3,3,19500.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,2,5,25200.0,0,1,0,0,0,0,0,0,0,0,0
4,96.0,1,5,88000.0,0,1,0,0,0,0,0,0,0,0,0
5,140.0,7,9,95000.0,0,0,0,0,0,0,1,0,0,0,0
2,42.0,3,4,29600.0,0,0,0,0,0,0,0,0,0,0,1
4,100.0,9,9,52000.0,0,0,0,0,1,0,0,0,0,0,0
4,125.0,8,8,150000.0,0,0,0,0,0,0,0,1,0,0,0
1,38.0,5,5,23500.0,0,0,0,0,0,0,0,1,0,0,0
3,78.27,4,9,50670.0,0,1,0,0,0,0,0,0,0,0,0
4,90.0,5,5,43500.0,1,0,0,0,0,0,0,0,0,0,0
4,90.0,2,9,52000.0,1,0,0,0,0,0,0,0,0,0,0
3,54.0,3,4,40000.0,0,0,0,0,0,0,1,0,0,0,0
4,122.0,8,8,132000.0,0,0,0,0,0,0,0,1,0,0,0
3,78.0,5,9,58000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,2,9,46000.0,1,0,0,0,0,0,0,0,0,0,0
4,135.0,2,5,130000.0,0,0,0,0,0,0,0,1,0,0,0
4,90.0,4,9,55000.0,1,0,0,0,0,0,0,0,0,0,0
3,75.0,4,4,49800.0,0,0,0,0,0,1,0,0,0,0,0
3,65.5,1,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
3,110.0,1,2,55000.0,0,0,1,0,0,0,0,0,0,0,0
3,68.0,1,4,39500.0,1,0,0,0,0,0,0,0,0,0,0
1,32.0,3,4,27000.0,0,0,0,0,1,0,0,0,0,0,0
2,52.0,2,4,35500.0,1,0,0,0,0,0,0,0,0,0,0
2,65.0,4,9,45500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,1,5,34500.0,0,0,0,0,1,0,0,0,0,0,0
1,28.0,4,4,23500.0,0,0,0,0,0,1,0,0,0,0,0
2,55.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
3,130.0,9,12,90000.0,1,0,0,0,0,0,0,0,0,0,0
4,84.0,3,5,63000.0,0,0,0,0,1,0,0,0,0,0,0
2,42.0,2,5,33500.0,0,1,0,0,0,0,0,0,0,0,0
3,68.0,1,4,48000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,2,4,30500.0,0,0,0,0,0,0,0,1,0,0,0
3,100.0,5,5,99000.0,0,0,0,0,0,0,0,0,1,0,0
3,83.0,5,8,110000.0,0,1,0,0,0,0,0,0,0,0,0
4,105.0,1,4,82000.0,0,0,0,0,1,0,0,0,0,0,0
4,80.0,2,4,70000.0,0,1,0,0,0,0,0,0,0,0,0
2,42.0,4,4,28500.0,0,0,0,0,1,0,0,0,0,0,0
3,103.0,2,8,63000.0,0,0,0,0,0,0,1,0,0,0,0
5,110.0,9,9,58000.0,0,0,0,0,0,0,0,1,0,0,0
3,90.0,1,5,105000.0,0,0,0,0,0,0,1,0,0,0,0
2,65.0,1,5,43000.0,0,0,0,0,0,1,0,0,0,0,0
2,56.0,3,7,46500.0,0,0,0,1,0,0,0,0,0,0,0
2,58.0,3,5,57500.0,0,0,0,0,0,0,0,0,1,0,0
2,62.0,8,9,51498.0,0,1,0,0,0,0,0,0,0,0,0
2,62.0,2,7,53000.0,0,0,0,0,0,0,0,0,0,0,1
2,57.0,3,5,36000.0,0,1,0,0,0,0,0,0,0,0,0
1,42.0,2,5,36000.0,0,0,0,0,0,0,0,0,1,0,0
2,65.0,6,12,53500.0,0,1,0,0,0,0,0,0,0,0,0
2,48.36,4,9,31307.0,0,1,0,0,0,0,0,0,0,0,0
4,157.0,5,9,204100.0,0,1,0,0,0,0,0,0,0,0,0
1,30.0,3,4,23000.0,0,0,0,0,0,1,0,0,0,0,0
3,67.0,3,4,39000.0,0,0,0,0,1,0,0,0,0,0,0
3,68.0,6,9,41500.0,0,0,0,0,1,0,0,0,0,0,0
2,41.0,5,5,36000.0,0,0,0,0,1,0,0,0,0,0,0
4,138.0,2,4,95000.0,0,0,0,0,1,0,0,0,0,0,0
3,72.0,3,4,48000.0,0,0,0,0,1,0,0,0,0,0,0
2,70.0,1,4,78000.0,0,0,0,0,1,0,0,0,0,0,0
2,50.0,1,4,50000.0,0,0,0,0,1,0,0,0,0,0,0
3,77.0,4,4,47000.0,0,0,0,0,1,0,0,0,0,0,0
4,116.0,2,9,105000.0,0,0,0,0,1,0,0,0,0,0,0
3,100.0,3,4,71000.0,0,0,0,0,1,0,0,0,0,0,0
2,70.0,1,4,49500.0,0,0,0,0,1,0,0,0,0,0,0
2,50.0,4,4,37000.0,0,0,0,0,1,0,0,0,0,0,0
3,65.0,1,5,47000.0,0,0,0,0,1,0,0,0,0,0,0
2,41.0,4,4,31000.0,0,0,0,0,0,1,0,0,0,0,0
4,86.0,4,4,47000.0,0,1,0,0,0,0,0,0,0,0,0
2,62.0,4,12,53000.0,0,1,0,0,0,0,0,0,0,0,0
3,76.0,2,5,48000.0,0,1,0,0,0,0,0,0,0,0,0
2,62.0,2,5,38000.0,0,1,0,0,0,0,0,0,0,0,0
3,73.0,4,5,41500.0,0,1,0,0,0,0,0,0,0,0,0
2,48.0,5,5,31000.0,0,0,0,0,1,0,0,0,0,0,0
2,52.0,4,5,37000.0,0,0,0,0,0,1,0,0,0,0,0
4,80.0,1,4,80000.0,0,0,0,0,1,0,0,0,0,0,0
2,45.0,2,5,43500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,5,36000.0,0,0,0,0,0,1,0,0,0,0,0
2,47.0,2,5,39500.0,0,0,0,0,0,1,0,0,0,0,0
4,100.0,1,4,100000.0,0,0,0,0,0,1,0,0,0,0,0
2,54.0,5,5,36000.0,0,0,0,0,0,1,0,0,0,0,0
1,38.0,3,5,26500.0,0,0,0,0,1,0,0,0,0,0,0
4,78.0,2,4,52000.0,0,0,0,0,1,0,0,0,0,0,0
3,72.0,5,5,47500.0,0,0,0,0,1,0,0,0,0,0,0
4,80.0,2,5,55500.0,0,0,0,0,1,0,0,0,0,0,0
2,58.0,5,5,32000.0,0,0,0,0,1,0,0,0,0,0,0
4,72.0,5,5,51000.0,0,0,0,0,0,1,0,0,0,0,0
3,110.0,4,4,78500.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,2,4,41000.0,0,0,0,0,0,1,0,0,0,0,0
3,57.0,4,4,55000.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,2,4,47500.0,0,0,0,0,0,1,0,0,0,0,0
4,78.0,4,4,57000.0,0,0,0,0,0,1,0,0,0,0,0
2,49.0,1,4,46000.0,0,0,0,0,1,0,0,0,0,0,0
3,93.0,5,9,83500.0,0,0,0,0,0,1,0,0,0,0,0
5,160.0,6,9,90000.0,0,0,0,0,0,1,0,0,0,0,0
3,92.0,7,9,52500.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,1,9,46000.0,0,0,0,0,0,1,0,0,0,0,0
4,105.0,8,9,50000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,3,4,51000.0,0,0,0,0,1,0,0,0,0,0,0
2,55.0,4,4,38000.0,0,0,0,0,1,0,0,0,0,0,0
4,102.0,5,12,53000.0,0,0,0,0,1,0,0,0,0,0,0
5,92.0,5,5,50000.0,0,0,0,0,0,1,0,0,0,0,0
2,63.0,6,8,41000.0,0,0,0,0,0,0,0,0,1,0,0
3,67.0,4,4,70000.0,0,0,0,0,0,0,0,1,0,0,0
3,68.0,5,9,40500.0,0,0,0,0,1,0,0,0,0,0,0
2,50.0,3,5,36000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,2,5,34500.0,0,0,0,0,0,1,0,0,0,0,0
2,54.0,2,5,36000.0,0,0,0,0,0,1,0,0,0,0,0
3,78.0,5,9,65000.0,0,0,0,0,0,0,0,1,0,0,0
2,50.0,3,5,35500.0,0,0,0,0,0,1,0,0,0,0,0
2,54.0,2,5,36000.0,0,0,0,0,0,1,0,0,0,0,0
4,110.0,3,4,105000.0,0,0,0,0,0,1,0,0,0,0,0
3,82.0,3,9,63500.0,0,0,0,0,0,1,0,0,0,0,0
3,84.0,5,5,55000.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,4,5,31500.0,0,0,0,0,1,0,0,0,0,0,0
4,78.0,3,4,53500.0,0,0,0,0,1,0,0,0,0,0,0
3,65.0,2,5,48000.0,0,0,0,0,0,1,0,0,0,0,0
2,46.0,1,5,34500.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,4,4,49000.0,0,0,0,0,0,1,0,0,0,0,0
2,47.0,1,4,42000.0,0,0,0,0,1,0,0,0,0,0,0
2,48.0,1,5,48000.0,0,0,0,0,1,0,0,0,0,0,0
4,75.0,3,4,61000.0,0,0,0,0,1,0,0,0,0,0,0
2,54.0,1,5,80000.0,0,0,0,0,1,0,0,0,0,0,0
3,118.0,3,4,86000.0,0,0,0,0,0,1,0,0,0,0,0
3,95.0,4,4,90000.0,0,0,0,0,0,1,0,0,0,0,0
3,93.0,4,5,80000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,1,4,64000.0,0,0,0,0,0,1,0,0,0,0,0
4,93.0,8,9,52000.0,0,0,0,0,1,0,0,0,0,0,0
3,70.0,1,9,60000.0,0,0,0,0,1,0,0,0,0,0,0
3,60.0,2,4,44000.0,0,0,0,0,1,0,0,0,0,0,0
3,68.0,4,4,35000.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,9,9,32000.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,6,16,42000.0,0,0,0,0,1,0,0,0,0,0,0
2,53.0,3,5,55500.0,0,0,0,0,0,0,0,0,1,0,0
6,150.0,2,9,150000.0,0,0,0,0,0,0,1,0,0,0,0
4,95.0,1,4,110000.0,0,0,0,0,0,0,1,0,0,0,0
2,48.0,2,4,36000.0,0,0,0,0,0,1,0,0,0,0,0
2,56.0,4,4,39500.0,0,0,0,0,0,1,0,0,0,0,0
2,54.0,2,5,36500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,5,35500.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,4,5,38000.0,0,0,0,0,0,1,0,0,0,0,0
1,41.37,1,4,47000.0,0,0,0,0,0,0,0,1,0,0,0
3,65.0,4,4,34000.0,0,0,0,0,1,0,0,0,0,0,0
1,38.0,3,4,25000.0,0,0,0,0,1,0,0,0,0,0,0
2,58.0,11,11,24921.0,0,0,0,0,0,0,0,0,0,0,1
1,46.0,11,11,19765.0,0,0,0,0,0,0,0,0,0,0,1
3,94.0,16,23,118000.0,0,1,0,0,0,0,0,0,0,0,0
1,30.0,4,4,26300.0,0,0,0,0,0,1,0,0,0,0,0
2,70.0,4,5,103000.0,0,0,0,0,0,0,0,0,0,0,1
3,72.0,2,9,59000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,6,9,34000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,1,4,47500.0,0,0,0,0,1,0,0,0,0,0,0
4,100.0,3,4,123000.0,0,0,0,0,0,0,0,1,0,0,0
3,103.0,4,4,160000.0,0,0,0,0,0,1,0,0,0,0,0
4,120.0,5,5,110000.0,0,0,0,0,0,1,0,0,0,0,0
4,83.0,2,2,40500.0,0,0,0,0,0,1,0,0,0,0,0
3,72.0,3,5,47500.0,0,0,0,0,0,0,0,0,1,0,0
3,78.0,4,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
2,50.0,2,5,42800.0,0,0,0,0,0,1,0,0,0,0,0
5,183.5,4,5,203000.0,0,0,0,0,0,0,0,1,0,0,0
1,20.0,3,5,16000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,8,9,56000.0,0,1,0,0,0,0,0,0,0,0,0
3,103.0,1,5,90000.0,1,0,0,0,0,0,0,0,0,0,0
4,90.0,2,5,54000.0,0,0,0,0,1,0,0,0,0,0,0
3,78.0,2,4,52500.0,0,0,0,0,1,0,0,0,0,0,0
2,49.0,1,4,31000.0,0,0,0,0,1,0,0,0,0,0,0
2,56.0,2,4,40000.0,0,0,0,0,1,0,0,0,0,0,0
5,92.0,9,9,80000.0,0,0,0,0,0,1,0,0,0,0,0
1,28.0,1,4,24000.0,0,0,0,0,0,1,0,0,0,0,0
2,45.0,4,4,36000.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,3,4,65000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,3,41000.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,4,5,45000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,4,4,39800.0,0,0,0,0,0,1,0,0,0,0,0
4,80.0,4,5,56000.0,0,0,0,0,0,1,0,0,0,0,0
4,110.0,8,9,74500.0,0,0,0,0,0,1,0,0,0,0,0
3,72.0,3,9,43500.0,0,0,0,0,1,0,0,0,0,0,0
1,33.0,2,5,24500.0,0,0,0,0,1,0,0,0,0,0,0
1,30.0,3,4,25500.0,0,0,0,0,0,1,0,0,0,0,0
1,40.0,1,4,28500.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,5,5,44000.0,0,0,0,0,1,0,0,0,0,0,0
3,67.0,2,4,42000.0,0,0,0,0,0,1,0,0,0,0,0
2,58.0,3,9,35000.0,0,0,0,0,1,0,0,0,0,0,0
3,77.0,1,5,50000.0,0,0,0,0,0,0,0,0,0,0,1
2,52.0,8,9,65000.0,0,0,0,0,1,0,0,0,0,0,0
2,60.0,5,5,36000.0,0,0,0,0,1,0,0,0,0,0,0
2,42.0,1,4,33700.0,0,0,0,0,0,1,0,0,0,0,0
4,120.0,1,4,132000.0,1,0,0,0,0,0,0,0,0,0,0
2,65.0,5,9,76500.0,0,1,0,0,0,0,0,0,0,0,0
2,42.0,1,4,33500.0,0,0,0,0,1,0,0,0,0,0,0
3,100.0,6,9,78000.0,0,0,0,0,0,1,0,0,0,0,0
3,100.0,4,4,66500.0,0,0,0,0,0,1,0,0,0,0,0
2,58.0,7,9,42000.0,0,0,0,0,0,1,0,0,0,0,0
3,72.0,2,9,46000.0,0,0,0,0,0,1,0,0,0,0,0
4,125.0,6,9,250000.0,0,0,0,0,0,1,0,0,0,0,0
1,50.0,3,4,37000.0,0,0,0,0,0,1,0,0,0,0,0
5,142.0,5,5,120000.0,0,0,0,0,0,1,0,0,0,0,0
3,72.0,8,9,55000.0,0,0,0,0,0,0,1,0,0,0,0
4,125.0,3,9,205000.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,3,4,49900.0,1,0,0,0,0,0,0,0,0,0,0
5,110.0,8,9,85000.0,1,0,0,0,0,0,0,0,0,0,0
2,40.0,4,4,30000.0,0,0,0,0,0,1,0,0,0,0,0
5,110.0,8,9,85000.0,1,0,0,0,0,0,0,0,0,0,0
2,40.0,4,4,30000.0,0,0,0,0,0,1,0,0,0,0,0
5,186.0,5,8,155000.0,0,0,0,0,0,0,1,0,0,0,0
4,186.0,5,8,155000.0,0,0,0,0,0,0,1,0,0,0,0
2,58.0,5,5,34000.0,1,0,0,0,0,0,0,0,0,0,0
3,114.0,2,9,160000.0,0,0,0,0,0,1,0,0,0,0,0
2,42.0,5,5,31500.0,0,0,0,0,1,0,0,0,0,0,0
2,52.0,5,5,36000.0,0,0,0,0,0,1,0,0,0,0,0
4,86.0,2,5,80000.0,0,1,0,0,0,0,0,0,0,0,0
2,64.0,6,7,45000.0,0,1,0,0,0,0,0,0,0,0,0
2,51.6,1,6,40000.0,0,0,0,0,0,0,1,0,0,0,0
2,68.0,6,8,45000.0,0,0,0,0,0,0,0,0,1,0,0
2,64.0,8,12,53000.0,0,0,0,0,0,1,0,0,0,0,0
3,66.0,5,5,42000.0,0,0,1,0,0,0,0,0,0,0,0
2,61.0,3,9,62000.0,0,0,0,0,0,1,0,0,0,0,0
2,68.0,16,16,45000.0,0,0,0,0,1,0,0,0,0,0,0
2,63.0,2,9,42000.0,0,0,0,0,1,0,0,0,0,0,0
2,46.0,2,4,32000.0,0,0,0,0,1,0,0,0,0,0,0
2,48.0,1,4,32500.0,0,0,0,0,0,1,0,0,0,0,0
2,46.0,3,4,42000.0,0,0,0,0,0,1,0,0,0,0,0
2,62.0,2,4,70000.0,0,0,0,0,0,1,0,0,0,0,0
2,65.0,2,12,65000.0,0,0,0,0,0,1,0,0,0,0,0
1,44.0,7,16,31000.0,0,0,0,0,1,0,0,0,0,0,0
1,34.0,2,4,25500.0,0,0,0,0,0,1,0,0,0,0,0
4,82.0,4,4,45000.0,0,0,0,0,0,0,0,0,0,0,1
3,100.0,3,4,71000.0,0,0,0,0,1,0,0,0,0,0,0
2,40.0,1,3,26000.0,0,1,0,0,0,0,0,0,0,0,0
1,25.0,3,4,21500.0,0,1,0,0,0,0,0,0,0,0,0
1,40.0,5,5,30000.0,0,0,0,0,0,0,0,0,1,0,0
2,50.0,1,4,30000.0,0,1,0,0,0,0,0,0,0,0,0
5,125.0,5,5,107000.0,0,1,0,0,0,0,0,0,0,0,0
3,80.0,5,5,39000.0,0,1,0,0,0,0,0,0,0,0,0
4,130.0,2,3,106000.0,0,0,0,0,1,0,0,0,0,0,0
2,45.0,4,4,38000.0,0,0,0,0,0,1,0,0,0,0,0
3,90.0,2,9,51000.0,0,1,0,0,0,0,0,0,0,0,0
1,27.0,3,3,19500.0,0,0,0,0,0,1,0,0,0,0,0
5,116.0,3,9,87000.0,0,0,0,0,0,0,0,0,1,0,0
2,53.0,3,4,34500.0,0,0,0,0,0,0,0,1,0,0,0
3,65.0,3,3,58000.0,0,0,0,0,0,0,0,1,0,0,0
4,78.0,4,5,65000.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,8,9,38000.0,0,0,0,0,1,0,0,0,0,0,0
2,48.0,5,5,32500.0,0,0,0,0,0,1,0,0,0,0,0
4,80.0,4,5,64000.0,0,0,0,0,0,1,0,0,0,0,0
2,48.0,3,4,32000.0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,4,4,47000.0,0,0,0,0,0,0,0,0,1,0,0
1,34.0,4,4,23000.0,0,0,0,0,0,1,0,0,0,0,0
1,42.0,3,9,31500.0,0,0,0,0,0,1,0,0,0,0,0
1,28.0,3,4,22000.0,0,0,0,0,1,0,0,0,0,0,0
1,43.0,4,9,35000.0,0,0,0,0,0,1,0,0,0,0,0
4,95.0,1,5,126000.0,0,0,0,0,1,0,0,0,0,0,0
6,136.0,2,4,94000.0,0,0,0,0,0,1,0,0,0,0,0
4,100.0,5,9,90000.0,0,0,0,0,0,1,0,0,0,0,0
4,180.0,6,9,150000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,7,9,44500.0,0,0,0,0,0,1,0,0,0,0,0
5,206.0,1,9,190000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,4,4,33500.0,0,0,1,0,0,0,0,0,0,0,0
1,27.0,4,4,24000.0,0,0,0,0,0,1,0,0,0,0,0
3,92.0,9,9,60000.0,1,0,0,0,0,0,0,0,0,0,0
4,110.0,1,2,60000.0,0,0,1,0,0,0,0,0,0,0,0
3,83.0,5,8,95000.0,0,1,0,0,0,0,0,0,0,0,0
2,62.0,2,7,52000.0,0,0,0,0,0,0,0,0,0,0,1
3,75.0,1,4,72000.0,0,0,0,0,0,0,0,0,1,0,0
3,78.0,1,4,39900.0,0,1,0,0,0,0,0,0,0,0,0
4,90.0,5,5,65000.0,0,0,0,0,0,0,0,1,0,0,0
2,47.0,1,4,35000.0,0,0,0,0,0,1,0,0,0,0,0
1,47.0,7,9,46500.0,0,0,0,0,0,0,0,0,1,0,0
3,80.0,7,8,70000.0,0,0,0,0,0,0,0,0,0,0,1
2,58.5,3,6,23513.0,0,0,0,0,0,0,0,0,0,0,1
3,110.0,7,9,118500.0,0,0,0,0,0,0,0,1,0,0,0
3,75.0,3,4,75000.0,0,1,0,0,0,0,0,0,0,0,0
3,76.0,3,4,75000.0,0,1,0,0,0,0,0,0,0,0,0
2,53.0,1,4,34500.0,0,0,0,0,1,0,0,0,0,0,0
2,53.0,1,7,45000.0,0,1,0,0,0,0,0,0,0,0,0
3,97.3,1,2,50000.0,0,0,1,0,0,0,0,0,0,0,0
4,90.0,4,4,65000.0,0,0,0,0,0,0,1,0,0,0,0
1,40.0,3,3,35000.0,0,1,0,0,0,0,0,0,0,0,0
3,70.0,4,5,45500.0,0,0,0,0,0,0,0,0,0,0,1
4,280.0,4,8,320000.0,1,0,0,0,0,0,0,0,0,0,0
4,92.0,2,5,60000.0,0,1,0,0,0,0,0,0,0,0,0
3,125.0,1,4,130000.0,0,1,0,0,0,0,0,0,0,0,0
3,78.0,2,7,64500.0,0,0,0,0,0,1,0,0,0,0,0
10,448.0,7,7,425600.0,0,0,0,0,0,0,0,1,0,0,0
6,180.0,1,5,220000.0,0,0,0,0,0,0,0,0,1,0,0
3,75.0,8,9,33000.0,0,0,0,0,0,0,0,0,0,0,0
4,110.0,1,2,60000.0,0,0,1,0,0,0,0,0,0,0,0
2,60.0,2,4,43500.0,1,0,0,0,0,0,0,0,0,0,0
1,50.0,9,10,52500.0,1,0,0,0,0,0,0,0,0,0,0
2,40.0,5,5,20000.0,0,0,0,0,0,1,0,0,0,0,0
1,26.0,1,3,18000.0,0,1,0,0,0,0,0,0,0,0,0
3,115.0,4,4,87000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,3,4,61000.0,0,0,0,0,0,0,1,0,0,0,0
3,77.0,3,5,40000.0,0,0,0,0,0,0,0,1,0,0,0
2,65.0,5,9,52000.0,0,0,0,0,0,0,0,0,1,0,0
2,70.0,5,7,56000.0,0,0,0,0,0,0,1,0,0,0,0
3,90.0,12,16,49900.0,0,0,0,0,0,0,0,0,1,0,0
2,49.0,3,7,35000.0,0,0,0,1,0,0,0,0,0,0,0
5,136.0,2,5,97000.0,0,0,0,0,0,0,1,0,0,0,0
3,75.0,2,4,53000.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,4,4,48000.0,0,0,0,0,0,0,1,0,0,0,0
5,125.0,4,9,67000.0,0,0,0,0,0,0,0,1,0,0,0
4,100.0,2,9,57000.0,0,0,0,0,0,0,0,1,0,0,0
3,70.0,1,4,57000.0,0,0,0,0,0,0,0,1,0,0,0
3,85.0,2,3,55000.0,0,1,0,0,0,0,0,0,0,0,0
