rooms,size,level,max_levels,price,district_Мирабадский,district_Мирзо-Улугбекский,district_Олмазорский,district_Сергелийский,district_Учтепинский,district_Чиланзарский,district_Шайхантахурский,district_Юнусабадский,district_Яккасарайский,district_Янгихаётский,district_Яшнободский
3,75.0,3,4,71000.0,1,0,0,0,0,0,0,0,0,0,0
3,78.0,2,5,60000.0,0,1,0,0,0,0,0,0,0,0,0
2,81.0,9,9,55000.0,0,0,0,0,0,0,0,1,0,0,0
4,92.0,2,5,60000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,7,9,39500.0,0,1,0,0,0,0,0,0,0,0,0
2,53.0,3,4,51000.0,0,0,0,0,0,0,0,0,1,0,0
5,97.0,3,4,60000.0,0,0,1,0,0,0,0,0,0,0,0
3,80.0,8,9,41000.0,0,0,0,1,0,0,0,0,0,0,0
2,48.0,1,4,34500.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,2,2,32500.0,1,0,0,0,0,0,0,0,0,0,0
2,58.0,1,9,39500.0,0,0,0,0,0,1,0,0,0,0,0
3,68.0,5,5,34500.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,1,4,54000.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,2,4,46000.0,0,0,0,0,0,1,0,0,0,0,0
1,26.0,1,4,28000.0,0,0,0,0,0,1,0,0,0,0,0
2,65.0,1,9,41000.0,0,0,0,0,0,1,0,0,0,0,0
2,56.0,3,5,33000.0,0,0,0,0,1,0,0,0,0,0,0
2,56.0,2,4,39500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,5,35500.0,0,0,0,0,0,1,0,0,0,0,0
2,68.0,4,5,38000.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,2,5,26000.0,0,0,0,0,0,1,0,0,0,0,0
1,36.0,2,4,29500.0,0,0,0,0,0,1,0,0,0,0,0
1,42.0,4,4,25500.0,0,0,0,0,0,1,0,0,0,0,0
1,46.0,2,4,29500.0,0,0,0,0,0,1,0,0,0,0,0
3,70.0,6,16,42000.0,0,0,0,0,1,0,0,0,0,0,0
4,75.8,3,5,58000.0,0,0,0,0,0,1,0,0,0,0,0
1,34.0,1,4,27000.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,2,4,25200.0,0,0,0,0,0,1,0,0,0,0,0
1,38.0,2,5,26700.0,0,0,0,0,0,0,0,0,1,0,0
2,50.0,1,4,38000.0,0,0,0,0,0,1,0,0,0,0,0
1,32.0,2,4,26000.0,0,0,0,0,0,1,0,0,0,0,0
2,62.0,2,7,55000.0,0,0,0,0,0,0,0,0,0,0,1
3,70.0,3,4,48000.0,0,0,0,0,0,1,0,0,0,0,0
3,260.0,1,6,235000.0,0,0,0,0,0,0,0,0,1,0,0
3,72.0,1,4,47500.0,0,0,0,0,0,1,0,0,0,0,0
2,55.0,2,4,35000.0,0,0,0,0,1,0,0,0,0,0,0
1,30.0,2,4,26000.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,4,4,33500.0,0,0,0,0,0,1,0,0,0,0,0
1,32.0,3,4,25000.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,3,4,22000.0,0,1,0,0,0,0,0,0,0,0,0
1,30.0,1,4,22500.0,0,1,0,0,0,0,0,0,0,0,0
2,45.0,1,4,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,40.0,1,4,28000.0,0,0,0,0,0,0,0,0,0,0,1
2,43.0,1,5,30500.0,0,0,0,0,1,0,0,0,0,0,0
3,75.0,3,4,73000.0,0,0,0,0,0,0,0,1,0,0,0
1,50.0,4,18,60000.0,0,1,0,0,0,0,0,0,0,0,0
2,51.0,4,6,27000.0,0,0,0,0,0,0,0,0,0,0,1
4,68.0,5,5,40000.0,0,0,0,0,1,0,0,0,0,0,0
4,90.0,2,4,77000.0,0,0,0,0,0,0,0,1,0,0,0
4,100.0,5,5,43000.0,0,0,0,0,0,0,0,0,0,0,1
1,27.0,1,4,28500.0,0,0,0,0,0,1,0,0,0,0,0
4,98.0,2,9,41000.0,0,0,0,1,0,0,0,0,0,0,0
1,39.0,3,4,26000.0,0,0,0,0,0,1,0,0,0,0,0
1,48.0,4,5,27000.0,0,0,0,1,0,0,0,0,0,0,0
1,42.0,2,12,41200.0,0,0,0,0,0,0,1,0,0,0,0
2,48.0,1,4,40000.0,1,0,0,0,0,0,0,0,0,0,0
2,48.0,2,4,34000.0,0,0,0,0,0,1,0,0,0,0,0
2,36.0,3,4,21000.0,0,0,0,0,0,0,0,0,0,0,1
2,50.0,5,8,29000.0,0,1,0,0,0,0,0,0,0,0,0
1,35.0,4,4,26500.0,0,0,0,0,1,0,0,0,0,0,0
5,120.0,5,9,85000.0,1,0,0,0,0,0,0,0,0,0,0
1,38.0,2,5,26700.0,0,0,0,0,0,0,0,0,1,0,0
1,43.0,2,5,62000.0,0,0,0,0,0,0,0,1,0,0,0
5,225.0,1,5,215000.0,1,0,0,0,0,0,0,0,0,0,0
2,70.0,3,7,59000.0,0,0,0,0,0,0,1,0,0,0,0
3,61.0,3,4,42000.0,0,0,0,0,1,0,0,0,0,0,0
2,51.0,1,4,33000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,8,9,51000.0,0,1,0,0,0,0,0,0,0,0,0
4,140.0,1,4,110000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,1,4,60000.0,0,0,0,0,0,0,0,1,0,0,0
2,84.0,3,4,73000.0,0,0,0,0,0,0,1,0,0,0,0
2,46.0,1,1,27000.0,0,0,0,0,0,0,0,0,0,0,1
3,77.0,5,7,80000.0,0,0,0,0,0,0,0,0,0,0,1
5,120.0,7,9,108000.0,1,0,0,0,0,0,0,0,0,0,0
3,78.0,3,5,52991.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
4,78.0,4,5,63000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,3,4,46500.0,0,0,0,1,0,0,0,0,0,0,0
4,120.0,1,5,135000.0,1,0,0,0,0,0,0,0,0,0,0
2,53.0,5,8,43500.0,0,0,0,0,0,0,0,0,1,0,0
3,75.0,4,9,63000.0,0,0,0,0,0,0,0,0,0,0,1
1,33.0,2,4,24000.0,0,1,0,0,0,0,0,0,0,0,0
3,107.0,4,7,87000.0,0,1,0,0,0,0,0,0,0,0,0
4,100.0,3,4,95000.0,0,1,0,0,0,0,0,0,0,0,0
3,95.0,7,10,140000.0,0,1,0,0,0,0,0,0,0,0,0
4,90.0,3,4,73000.0,0,1,0,0,0,0,0,0,0,0,0
5,110.0,5,5,50000.0,0,1,0,0,0,0,0,0,0,0,0
1,16.7,3,4,27000.0,0,0,0,0,0,1,0,0,0,0,0
3,72.0,7,8,52000.0,0,0,0,0,0,0,0,0,0,0,1
3,75.0,6,9,57500.0,1,0,0,0,0,0,0,0,0,0,0
3,105.0,4,9,150000.0,0,0,0,0,0,0,0,0,1,0,0
3,70.0,8,9,65000.0,0,1,0,0,0,0,0,0,0,0,0
3,58.0,6,9,28000.0,0,0,0,0,0,0,0,0,0,0,0
3,70.0,1,5,57000.0,0,1,0,0,0,0,0,0,0,0,0
2,47.0,3,5,30000.0,0,1,0,0,0,0,0,0,0,0,0
4,185.0,4,6,350000.0,1,0,0,0,0,0,0,0,0,0,0
3,74.0,3,4,63000.0,0,0,0,0,0,0,0,1,0,0,0
3,70.0,4,4,37500.0,0,0,1,0,0,0,0,0,0,0,0
2,51.0,2,4,34800.0,0,0,0,0,0,1,0,0,0,0,0
2,68.0,4,4,45000.0,0,1,0,0,0,0,0,0,0,0,0
2,50.0,3,4,36500.0,0,0,0,0,0,0,0,1,0,0,0
3,117.0,3,6,84000.0,0,0,1,0,0,0,0,0,0,0,0
3,80.0,2,5,53000.0,0,0,0,0,0,0,0,1,0,0,0
3,65.0,4,4,57000.0,1,0,0,0,0,0,0,0,0,0,0
5,120.0,7,9,108000.0,1,0,0,0,0,0,0,0,0,0,0
4,89.0,6,9,51000.0,0,0,0,0,0,0,0,0,0,0,1
2,66.4,2,8,55000.0,0,1,0,0,0,0,0,0,0,0,0
3,183.0,3,4,90000.0,0,0,1,0,0,0,0,0,0,0,0
1,44.0,2,9,27000.0,0,0,0,0,0,0,0,0,1,0,0
2,55.0,1,4,41000.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,4,5,27000.0,0,0,0,0,0,1,0,0,0,0,0
4,110.0,8,9,55000.0,0,0,0,1,0,0,0,0,0,0,0
4,100.0,5,9,73000.0,0,0,0,0,0,0,1,0,0,0,0
2,55.0,4,9,33000.0,0,0,0,0,0,0,1,0,0,0,0
6,175.0,5,6,46500.0,0,0,1,0,0,0,0,0,0,0,0
3,70.0,8,9,57000.0,0,0,0,0,0,0,0,1,0,0,0
2,58.0,4,5,34500.0,0,1,0,0,0,0,0,0,0,0,0
2,65.0,4,4,63000.0,0,1,0,0,0,0,0,0,0,0,0
3,68.0,4,4,37500.0,0,0,0,0,0,0,0,1,0,0,0
3,70.0,6,8,82000.0,0,0,0,0,0,0,0,0,1,0,0
2,84.0,5,6,33600.0,0,0,0,0,0,0,0,0,0,0,1
3,113.0,5,8,56900.0,0,1,0,0,0,0,0,0,0,0,0
3,87.0,4,6,34800.0,0,0,0,0,0,0,0,0,0,0,1
6,137.0,6,9,89050.0,0,0,0,0,0,0,0,1,0,0,0
3,75.0,5,5,46500.0,0,0,0,0,0,0,0,0,0,0,1
4,79.0,2,4,55000.0,0,0,0,0,0,0,0,1,0,0,0
4,90.0,3,4,90000.0,0,0,0,0,0,0,0,0,1,0,0
3,75.0,5,9,63000.0,0,1,0,0,0,0,0,0,0,0,0
5,215.0,4,9,161000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,3,5,32000.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,4,4,41000.0,0,1,0,0,0,0,0,0,0,0,0
1,35.0,1,4,24500.0,0,1,0,0,0,0,0,0,0,0,0
3,66.0,4,5,41500.0,0,1,0,0,0,0,0,0,0,0,0
3,67.0,3,4,57000.0,0,0,0,0,0,0,0,1,0,0,0
4,110.0,12,12,68000.0,0,0,0,0,0,0,1,0,0,0,0
3,75.0,5,9,41500.0,0,1,0,0,0,0,0,0,0,0,0
4,100.0,1,4,87000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,7,9,39500.0,0,1,0,0,0,0,0,0,0,0,0
3,80.0,3,12,47500.0,0,0,0,0,1,0,0,0,0,0,0
3,94.0,2,5,67000.0,0,1,0,0,0,0,0,0,0,0,0
2,74.0,4,9,41500.0,0,0,1,0,0,0,0,0,0,0,0
3,85.0,1,4,110000.0,0,1,0,0,0,0,0,0,0,0,0
4,130.0,3,8,210000.0,0,0,0,0,0,1,0,0,0,0,0
3,65.0,4,5,42000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,5,9,41500.0,0,0,0,0,0,0,0,0,0,0,1
1,35.0,2,4,27000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,7,9,39500.0,0,1,0,0,0,0,0,0,0,0,0
3,75.41,10,10,35000.0,0,0,0,0,0,0,0,0,0,0,1
1,40.0,3,3,30500.0,0,1,0,0,0,0,0,0,0,0,0
2,72.0,18,19,55000.0,0,1,0,0,0,0,0,0,0,0,0
10,448.0,7,7,425600.0,0,0,0,0,0,0,0,1,0,0,0
4,88.0,4,5,47500.0,0,0,0,0,1,0,0,0,0,0,0
1,28.0,2,4,25500.0,1,0,0,0,0,0,0,0,0,0,0
1,28.0,1,4,29500.0,0,0,0,0,0,1,0,0,0,0,0
2,55.0,1,4,41000.0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,4,5,44000.0,0,0,0,0,1,0,0,0,0,0,0
6,160.0,4,9,130000.0,1,0,0,0,0,0,0,0,0,0,0
2,49.0,2,2,25000.0,0,0,0,0,0,0,0,0,0,0,1
2,62.0,4,4,53000.0,1,0,0,0,0,0,0,0,0,0,0
1,20.0,3,4,12800.0,0,0,0,0,0,0,0,0,0,0,1
3,60.0,3,3,70000.0,0,0,0,0,0,0,0,1,0,0,0
5,130.0,2,9,110000.0,0,0,0,0,0,1,0,0,0,0,0
3,80.0,10,16,70000.0,0,0,0,0,0,0,0,0,1,0,0
3,96.0,5,5,46500.0,0,1,0,0,0,0,0,0,0,0,0
3,78.0,1,5,56000.0,0,0,0,0,0,0,0,1,0,0,0
5,109.0,3,5,80000.0,0,0,0,0,0,0,0,0,1,0,0
2,78.0,9,9,40500.0,0,0,1,0,0,0,0,0,0,0,0
2,48.0,1,4,39000.0,0,0,0,0,0,1,0,0,0,0,0
1,30.5,9,9,21500.0,0,0,1,0,0,0,0,0,0,0,0
3,72.0,3,5,97500.0,0,0,0,0,0,0,0,0,1,0,0
3,85.0,2,9,52000.0,0,0,0,0,0,0,1,0,0,0,0
2,56.89,2,5,48000.0,0,1,0,0,0,0,0,0,0,0,0
1,35.0,1,4,28800.0,0,0,0,0,0,1,0,0,0,0,0
1,45.0,5,5,24200.0,0,0,0,0,0,0,0,1,0,0,0
3,128.0,6,12,89000.0,1,0,0,0,0,0,0,0,0,0,0
1,32.0,3,5,28500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,4,31000.0,0,0,0,0,0,0,0,1,0,0,0
4,93.0,4,4,77000.0,0,0,0,0,1,0,0,0,0,0,0
3,79.0,3,4,67000.0,0,0,0,0,1,0,0,0,0,0,0
3,78.0,4,4,48000.0,0,0,0,0,0,0,1,0,0,0,0
3,100.0,6,7,75000.0,0,1,0,0,0,0,0,0,0,0,0
4,125.0,1,5,118000.0,0,0,0,0,0,0,1,0,0,0,0
4,138.0,2,4,84000.0,0,0,0,0,0,0,0,1,0,0,0
3,65.0,4,5,59500.0,0,0,0,0,0,0,0,0,1,0,0
3,88.0,2,5,100000.0,0,0,0,0,0,0,1,0,0,0,0
3,80.0,2,7,90000.0,0,0,0,0,0,0,0,1,0,0,0
5,182.0,7,8,160000.0,0,0,0,0,0,0,0,0,1,0,0
3,78.0,2,5,52500.0,0,0,0,0,0,0,0,1,0,0,0
4,86.0,3,4,48000.0,0,0,0,0,0,0,0,1,0,0,0
2,53.0,4,4,31500.0,0,0,0,0,0,0,0,1,0,0,0
3,72.0,3,9,52000.0,1,0,0,0,0,0,0,0,0,0,0
2,50.0,3,4,34000.0,0,0,0,0,0,0,0,1,0,0,0
4,84.0,4,4,79000.0,0,0,0,0,0,0,1,0,0,0,0
2,40.0,3,4,33800.0,0,0,0,0,0,1,0,0,0,0,0
1,45.0,2,4,50000.0,0,1,0,0,0,0,0,0,0,0,0
3,73.0,1,7,46500.0,0,0,0,0,0,0,0,0,0,1,0
4,84.0,7,9,70000.0,0,0,0,1,0,0,0,0,0,0,0
3,70.0,2,4,46000.0,0,0,0,0,0,1,0,0,0,0,0
3,67.0,1,5,52000.0,0,0,0,0,0,0,1,0,0,0,0
1,38.0,1,5,23000.0,0,0,0,1,0,0,0,0,0,0,0
1,31.0,2,4,23000.0,0,0,0,0,0,0,0,1,0,0,0
1,41.0,4,4,22600.0,0,0,1,0,0,0,0,0,0,0,0
2,94.0,3,5,47000.0,0,0,1,0,0,0,0,0,0,0,0
2,57.0,4,4,36000.0,0,0,0,0,0,0,0,1,0,0,0
4,76.12,2,4,50000.0,0,0,0,0,0,0,0,0,0,0,1
3,78.0,2,9,47000.0,0,0,0,1,0,0,0,0,0,0,0
3,80.0,5,9,53000.0,0,0,0,1,0,0,0,0,0,0,0
3,85.0,1,9,85000.0,0,0,0,0,0,0,0,1,0,0,0
1,23.7,4,4,18000.0,0,0,0,0,0,0,0,1,0,0,0
4,96.0,2,5,53000.0,0,0,0,0,0,0,0,1,0,0,0
2,40.0,2,4,20000.0,0,0,0,0,0,0,0,0,0,0,1
4,94.0,4,5,69999.0,0,0,0,0,0,1,0,0,0,0,0
2,61.0,2,5,33500.0,0,1,0,0,0,0,0,0,0,0,0
2,55.0,6,9,33500.0,0,1,0,0,0,0,0,0,0,0,0
2,69.0,12,12,33000.0,0,1,0,0,0,0,0,0,0,0,0
2,64.0,3,9,53500.0,0,1,0,0,0,0,0,0,0,0,0
3,72.0,4,4,42000.0,0,0,0,0,0,0,1,0,0,0,0
2,63.0,3,9,32000.0,0,0,0,0,0,1,0,0,0,0,0
2,140.0,1,8,70000.0,0,1,0,0,0,0,0,0,0,0,0
7,190.0,1,3,72000.0,0,0,0,0,0,0,0,1,0,0,0
1,45.0,3,4,41000.0,0,0,0,0,0,0,0,0,1,0,0
2,63.0,3,9,32000.0,0,0,0,0,0,1,0,0,0,0,0
2,55.0,4,4,32000.0,0,1,0,0,0,0,0,0,0,0,0
3,78.0,7,9,55000.0,0,0,0,0,0,1,0,0,0,0,0
3,105.0,2,8,170000.0,1,0,0,0,0,0,0,0,0,0,0
4,100.0,1,9,87000.0,0,0,0,0,0,0,0,1,0,0,0
3,70.0,8,9,46000.0,0,0,0,0,0,0,1,0,0,0,0
4,105.0,6,9,63000.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,4,4,31500.0,0,1,0,0,0,0,0,0,0,0,0
3,110.0,4,8,120000.0,1,0,0,0,0,0,0,0,0,0,0
2,60.0,2,9,45000.0,0,0,0,0,0,0,0,1,0,0,0
2,60.0,5,9,47000.0,0,0,0,0,0,0,0,0,1,0,0
3,103.0,1,9,145000.0,0,0,0,0,0,0,0,0,1,0,0
4,80.0,2,5,82000.0,0,0,0,0,1,0,0,0,0,0,0
2,62.0,2,9,57000.0,1,0,0,0,0,0,0,0,0,0,0
1,30.0,3,4,27500.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,3,4,27500.0,0,0,0,0,0,1,0,0,0,0,0
4,100.0,7,9,65000.0,0,0,0,0,0,0,0,1,0,0,0
4,107.0,8,9,105000.0,1,0,0,0,0,0,0,0,0,0,0
3,103.0,3,6,90000.0,0,0,0,0,0,0,0,1,0,0,0
3,65.0,4,4,54000.0,0,0,0,0,0,1,0,0,0,0,0
3,75.0,2,4,53000.0,0,0,0,0,0,1,0,0,0,0,0
3,72.0,4,9,60000.0,0,0,0,0,0,0,1,0,0,0,0
4,90.0,2,4,105000.0,1,0,0,0,0,0,0,0,0,0,0
4,100.0,9,9,110000.0,0,1,0,0,0,0,0,0,0,0,0
2,58.0,2,4,32000.0,0,0,0,0,1,0,0,0,0,0,0
3,70.0,2,4,41500.0,0,1,0,0,0,0,0,0,0,0,0
4,95.0,1,9,118000.0,1,0,0,0,0,0,0,0,0,0,0
1,27.0,3,3,18600.0,1,0,0,0,0,0,0,0,0,0,0
4,320.0,4,4,255000.0,0,0,0,0,0,0,0,0,0,0,1
2,47.0,4,4,43000.0,1,0,0,0,0,0,0,0,0,0,0
4,320.0,4,4,255000.0,0,0,0,0,0,0,0,0,0,0,1
3,78.0,4,4,66000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,3,4,39500.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,3,9,35000.0,0,0,0,0,0,1,0,0,0,0,0
2,58.0,2,5,35500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,2,4,34500.0,0,0,0,0,0,1,0,0,0,0,0
2,60.0,3,5,38000.0,0,0,0,0,0,1,0,0,0,0,0
1,36.0,2,4,27500.0,0,0,0,0,0,1,0,0,0,0,0
1,45.0,2,5,29500.0,0,0,0,0,0,1,0,0,0,0,0
1,36.0,4,4,25500.0,0,0,0,0,0,1,0,0,0,0,0
1,36.0,4,4,25500.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,2,4,23500.0,0,0,0,0,0,1,0,0,0,0,0
2,62.0,3,9,53000.0,1,0,0,0,0,0,0,0,0,0,0
2,74.0,2,9,34000.0,0,0,0,1,0,0,0,0,0,0,0
2,65.0,9,9,48500.0,1,0,0,0,0,0,0,0,0,0,0
2,65.0,9,9,47000.0,1,0,0,0,0,0,0,0,0,0,0
3,50.0,3,4,38700.0,0,0,0,0,0,0,0,0,0,0,1
1,44.0,2,9,27000.0,0,0,0,0,0,0,0,0,1,0,0
1,41.0,1,9,23000.0,0,0,0,0,0,0,0,0,0,0,1
5,116.0,3,9,88000.0,0,0,0,0,0,0,0,0,1,0,0
2,41.0,3,5,36500.0,0,1,0,0,0,0,0,0,0,0,0
1,43.0,4,4,62000.0,0,1,0,0,0,0,0,0,0,0,0
2,47.0,4,4,26000.0,0,0,0,0,0,1,0,0,0,0,0
2,80.0,9,9,66500.0,1,0,0,0,0,0,0,0,0,0,0
2,57.0,5,5,35000.0,0,0,1,0,0,0,0,0,0,0,0
2,50.0,1,4,34500.0,0,0,0,0,0,1,0,0,0,0,0
3,89.8,1,8,31500.0,0,0,0,0,0,0,0,0,0,0,1
1,58.6,4,8,20500.0,0,0,0,0,0,0,0,0,0,0,1
2,65.0,7,9,36500.0,0,0,0,0,1,0,0,0,0,0,0
2,70.0,4,9,60000.0,0,0,0,0,0,0,0,1,0,0,0
1,33.0,4,4,25000.0,0,0,0,0,0,1,0,0,0,0,0
4,92.0,3,5,61000.0,0,1,0,0,0,0,0,0,0,0,0
4,95.0,3,5,61000.0,0,1,0,0,0,0,0,0,0,0,0
2,65.0,3,4,56500.0,0,0,0,0,0,0,1,0,0,0,0
2,54.0,9,10,28423.0,0,0,0,1,0,0,0,0,0,0,0
2,53.0,4,4,37000.0,0,1,0,0,0,0,0,0,0,0,0
5,112.0,8,9,60000.0,0,0,0,0,0,0,0,0,1,0,0
2,57.0,2,4,46000.0,0,0,0,0,0,1,0,0,0,0,0
4,103.0,6,9,70000.0,1,0,0,0,0,0,0,0,0,0,0
3,80.0,1,4,100000.0,0,0,0,0,0,0,0,1,0,0,0
4,84.0,5,12,70000.0,0,0,0,0,0,0,0,0,1,0,0
4,100.0,3,9,60000.0,0,0,0,0,0,0,0,0,0,0,1
4,123.0,1,5,300000.0,0,1,0,0,0,0,0,0,0,0,0
1,55.0,9,9,57000.0,1,0,0,0,0,0,0,0,0,0,0
1,55.0,9,9,65000.0,1,0,0,0,0,0,0,0,0,0,0
3,74.0,7,9,61000.0,0,1,0,0,0,0,0,0,0,0,0
3,78.0,3,4,72000.0,0,1,0,0,0,0,0,0,0,0,0
1,43.0,5,16,36500.0,0,0,0,0,0,0,0,0,1,0,0
1,28.0,4,4,29000.0,0,0,0,0,0,0,0,0,1,0,0
3,70.0,4,5,46000.0,0,1,0,0,0,0,0,0,0,0,0
1,37.0,2,4,24500.0,0,0,0,0,1,0,0,0,0,0,0
1,42.0,1,5,26500.0,0,0,0,0,1,0,0,0,0,0,0
4,84.0,2,4,95000.0,0,0,0,0,0,0,1,0,0,0,0
1,37.0,2,4,28000.0,0,0,0,0,1,0,0,0,0,0,0
3,72.0,7,9,46000.0,0,0,0,0,0,0,0,1,0,0,0
1,33.0,4,4,19000.0,0,1,0,0,0,0,0,0,0,0,0
2,42.0,2,5,33500.0,0,1,0,0,0,0,0,0,0,0,0
5,100.0,4,4,48000.0,0,1,0,0,0,0,0,0,0,0,0
1,35.0,1,4,24500.0,0,1,0,0,0,0,0,0,0,0,0
2,46.0,4,4,28000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,3,5,30500.0,0,1,0,0,0,0,0,0,0,0,0
3,62.0,5,5,35000.0,0,1,0,0,0,0,0,0,0,0,0
2,60.0,2,9,45000.0,0,0,0,0,0,0,0,1,0,0,0
2,52.0,3,7,41000.0,0,0,0,0,0,0,0,0,0,1,0
3,70.0,2,4,75000.0,1,0,0,0,0,0,0,0,0,0,0
2,60.0,4,4,60000.0,1,0,0,0,0,0,0,0,0,0,0
3,52.0,3,5,65000.0,0,0,0,0,0,0,0,0,1,0,0
1,42.0,5,5,26500.0,0,0,1,0,0,0,0,0,0,0,0
2,42.0,3,5,52000.0,0,0,0,0,0,0,0,0,1,0,0
1,15.0,3,4,12000.0,0,0,0,0,0,1,0,0,0,0,0
3,103.0,3,6,90000.0,0,0,0,0,0,0,0,1,0,0,0
1,42.0,3,5,31500.0,0,0,0,0,0,1,0,0,0,0,0
2,58.0,2,4,32000.0,0,0,0,0,1,0,0,0,0,0,0
2,55.0,1,4,36000.0,0,1,0,0,0,0,0,0,0,0,0
4,107.0,8,9,105000.0,1,0,0,0,0,0,0,0,0,0,0
4,95.0,4,4,59900.0,0,0,0,0,0,0,0,1,0,0,0
1,35.0,3,4,27000.0,0,0,0,0,0,1,0,0,0,0,0
1,28.0,2,4,24000.0,0,0,0,0,0,1,0,0,0,0,0
2,55.0,4,5,34500.0,0,1,0,0,0,0,0,0,0,0,0
1,18.0,6,9,10500.0,0,1,0,0,0,0,0,0,0,0,0
2,55.0,2,5,32500.0,0,1,0,0,0,0,0,0,0,0,0
2,55.0,1,5,36000.0,0,1,0,0,0,0,0,0,0,0,0
3,75.0,4,9,77000.0,0,0,0,0,0,0,0,1,0,0,0
1,41.0,3,5,26000.0,0,0,0,0,1,0,0,0,0,0,0
3,72.0,3,9,45500.0,0,0,0,0,1,0,0,0,0,0,0
3,110.0,1,4,110000.0,0,1,0,0,0,0,0,0,0,0,0
5,115.0,5,9,83000.0,1,0,0,0,0,0,0,0,0,0,0
4,110.0,5,9,85000.0,1,0,0,0,0,0,0,0,0,0,0
4,86.0,2,5,80000.0,0,1,0,0,0,0,0,0,0,0,0
2,44.0,1,7,34000.0,0,0,0,1,0,0,0,0,0,0,0
2,40.0,1,1,26000.0,1,0,0,0,0,0,0,0,0,0,0
4,94.0,4,4,37000.0,0,0,0,0,0,0,0,0,0,0,1
2,40.0,1,1,26000.0,1,0,0,0,0,0,0,0,0,0,0
4,94.0,4,4,37000.0,0,0,0,0,0,0,0,0,0,0,1
1,40.0,1,4,22500.0,1,0,0,0,0,0,0,0,0,0,0
3,82.0,7,10,43160.0,0,0,0,1,0,0,0,0,0,0,0
2,50.0,4,4,24000.0,0,0,0,0,0,0,0,0,0,0,1
2,56.0,1,7,38000.0,0,0,0,1,0,0,0,0,0,0,0
3,80.0,6,7,58000.0,0,0,1,0,0,0,0,0,0,0,0
2,58.0,4,9,31500.0,0,0,0,0,0,1,0,0,0,0,0
4,82.0,1,4,85000.0,0,0,0,0,0,0,0,1,0,0,0
2,75.0,4,7,47000.0,0,0,0,0,0,0,1,0,0,0,0
4,104.0,8,9,94000.0,1,0,0,0,0,0,0,0,0,0,0
2,50.0,4,4,29500.0,0,0,0,0,1,0,0,0,0,0,0
2,65.0,1,2,30000.0,1,0,0,0,0,0,0,0,0,0,0
3,105.0,4,8,160000.0,0,0,0,0,0,0,0,0,0,0,1
3,70.0,3,4,42000.0,0,0,0,0,0,0,0,0,0,0,1
2,60.0,5,9,35000.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,3,5,33500.0,0,0,0,0,0,1,0,0,0,0,0
2,50.0,2,4,34500.0,0,0,0,0,0,1,0,0,0,0,0
2,65.0,4,5,38500.0,0,0,0,0,1,0,0,0,0,0,0
2,50.0,1,5,37000.0,0,0,0,0,0,1,0,0,0,0,0
1,40.0,1,5,25500.0,0,0,0,0,0,1,0,0,0,0,0
1,32.0,1,4,27000.0,0,0,0,0,0,1,0,0,0,0,0
2,65.0,5,9,38800.0,0,1,0,0,0,0,0,0,0,0,0
4,180.0,3,9,110000.0,0,1,0,0,0,0,0,0,0,0,0
3,90.0,5,9,55000.0,0,0,0,0,0,0,0,0,0,0,1
2,69.0,5,7,52000.0,0,0,0,0,0,0,0,1,0,0,0
3,72.0,7,9,39000.0,0,0,0,0,1,0,0,0,0,0,0
3,81.0,3,5,41500.0,1,0,0,0,0,0,0,0,0,0,0
1,30.0,2,4,29300.0,0,0,0,0,0,1,0,0,0,0,0
1,30.0,4,4,25900.0,0,0,0,0,0,1,0,0,0,0,0
2,59.0,4,9,32000.0,0,0,0,0,1,0,0,0,0,0,0
